도서관 일련번호,도서관명,구 코드,구명,주소,정기 휴관일,전화번호
817,혜화마을북카페,17,종로구,서울특별시 종로구 혜화로 12 혜화동 자치회관 4층 ,"일,법정공휴일",02-2148-5339
1417,홍파랑북카페,17,종로구,서울특별시 종로구 송월길 154 교남동주민센터2층,"토,일,법정공휴일",02-2148-5197
2051,&Lounge작은도서관,18,동대문구,"서울특별시 동대문구 고산자로36길 3, 경동시장 신관 2층 ","둘째?넷째 일요일, 공휴일",070-4239-2722
1434,sk북카페꿈땅,18,동대문구,서울특별시 동대문구 사가정로 148 SK아파트 내,"토,일요일",02-2212-4518
1719,가톨릭대성바오로병원의학도서관,18,동대문구,서울특별시 동대문구 왕산로 180 가톨릭대학교 성바오로병원 별관 1층,"토요일, 일요일, 공휴일",02-958-2347
1720,경희의료원의학도서실,18,동대문구,서울특별시 동대문구 경희대로 23 정보행정동 지하 2층,"토요일, 일요일, 공휴일",02-958-9073
2043,광석어린이작은도서관,18,동대문구,"서울특별시 동대문구 왕산로 26길 49, 광석교회 1층 ","월요일, 공휴일",02-965-2451
1721,국립산림과학원도서관,18,동대문구,서울특별시 동대문구 회기로 57 국립산림과학원 임산공학연구동 1층,"토요일, 일요일, 공휴일",02-961-2586
1623,글놀이작은도서관,18,동대문구,서울특별시 동대문구 약령시로 67 2층 ,"매주 수요일, 일요일",
2171,글로벌지식협력단지 도서자료관,18,동대문구,서울특별시 동대문구 회기로 47 글로벌지식협력단지 교육동 1층,"일요일, 법정공휴일",02-6312-4094
2471,꿈나래 작은도서관,18,동대문구,서울특별시 동대문구 답십리로 296(동천교회 내),일요일,02-2216-6702
2157,꿈나무작은도서관,18,동대문구,서울특별시 동대문구 전농로4길 7 답십리교회 1층,"토, 일요일",
1079,꿈마루도서관,18,동대문구,서울특별시 동대문구 이문로 55 동안교회 선교센터 ,"월,공휴일",070-7457-1190
2045,꿈사랑도서관,18,동대문구,"서울특별시 동대문구 한천로37길 33, 래미안엘파인아파트 아파트내","일요일, 공휴일",02-2217-8851
2733,꿈이 자라는 작은도서관,18,동대문구,서울시 동대문구 고미술로 12 ㄱ4층,일요일,
431,나들목가족도서관,18,동대문구,서울특별시 동대문구 안암로6 대광고 60주년 기념관 대광고 60주년 기념관 1층,매주 월요일,02-921-4085
432,다양한문화가모이는어린이도서관모두,18,동대문구,"서울특별시 동대문구 이문로 3, 5층 민족통일빌딩 5층",법정공휴일,02-965-7530
2041,답십리1동아름드리작은도서관,18,동대문구,서울특별시 동대문구 사가정로 30 답십리1동 주민세터 3층 ,법정공휴일,02-2171-6548
419,답십리2동민들레작은도서관,18,동대문구,서울특별시 동대문구 한천로11길 18 답십리2동주민센터 2층,"토,일,공휴일",02-2171-6256
1389,동대문구답십리도서관,18,동대문구,서울특별시 동대문구 서울시립대로4길 75,매주 금요일 및 법정 공휴일(일요일 제외),02-982-1959
58,동대문구정보화도서관,18,동대문구,서울특별시 동대문구 회기로10길 60,매주 월요일 및 법정 공휴일(일요일 제외),02-960-1959
2700,동대문책마당도서관,18,동대문구,서울특별시 동대문구 천호대로 145,법정공휴일,02-2127-4116
1080,둥그레문고,18,동대문구,"서울특별시 동대문구 장안벚꽃로1길 7, 장안힐스테이트 관리동 지층","토,일,공휴일",
2472,래미안위브 작은도서관,18,동대문구,서울특별시 동대문구 답십리로 130 ,일요일,
2473,루씨 작은도서관,18,동대문구,서울특별시 동대문구 회기로18길 8(룻교회) 1층,공휴일,02-965-0691
2474,배봉산 숲속도서관,18,동대문구,서울특별시 동대문구 전농로16길 97,매주 월요일 및 법정 공휴일(일요일 제외),02-2212-8502
2674,빛과진리선교원 어린이작은도서관,18,동대문구,서울특별시 동대문구 전농동 647-39 빛과진리선교원,일요일,02-2216-6609
1877,사랑듬북작은도서관,18,동대문구,서울특별시 동대문구 사가정로23나길 12(장안동) 참사랑교회 1층,월요일,
9,서울특별시교육청동대문도서관,18,동대문구,서울특별시 동대문구 천호대로4길 22,"2,4주 수요일 및 법정공휴일",02-2170-1000
2731,숲 작은도서관,18,동대문구,서울특별시 동대문구 서울시립대로12길 99 전농교회 1층,"월, 일요일",02-2212-8515
2475,슈필라움작은도서관,18,동대문구,서울특별시 동대문구 전농로16길 30 2층,"토, 일요일",02-2212-0012
1081,아름숲어린이문고,18,동대문구,"서울특별시 동대문구 전농로16길 51, 관리동 (래미안아름숲아파트) 110동 지하1층","토요일,일요일,공휴일",
2083,아주좋은꿈터작은도서관,18,동대문구,서울특별시 동대문구 왕산로16가길 7 ,"토,일,공휴일",02-927-1270
1430,어린이도서관꿈틀,18,동대문구,서울특별시 동대문구 전농로16길 59(전농동) 1층,일요일,02-2243-2315
2476,예스아이캔 작은도서관,18,동대문구,서울특별시 동대문구 답십리로60길 74 2층,"일, 월요일",
878,용두어린이영어도서관,18,동대문구,서울특별시 동대문구 무학로 133 용두어린이 영어도서관,매주 금요일 및 법정 공휴일,02-921-1959
414,용신동작은도서관,18,동대문구,서울특별시 동대문구 천호대로27길 35 용신주민센터 3층,"토,일,공휴일",02-2171-6529
425,이문1동꿈꾸는작은도서관,18,동대문구,서울특별시 동대문구 외대역동로 114-1 이문1동주민센터 3층,"토,일,공휴일",02-2171-6476
2042,이문2동작은도서관,18,동대문구,서울특별시 동대문구 신이문로27-5 이문2동주민센터 1층 ,"토,일.공휴일",02-2171-6503
1431,이문어린이도서관(숲속작은도서관),18,동대문구,서울특별시 동대문구 천장산로9길 68(이문동) 고황경로당 ,월요일,02-968-7530
429,이문체육문화센터어린이도서관,18,동대문구,서울특별시 동대문구 한천로58길 81-49,"일요일,공휴일",02-6926-0984
2732,이웃과함께하는 작은도서관,18,동대문구,서울시 동대문구 사가정로 2길 59 답십리교회 지하1층,"월, 일요일",02-2246-4949
1309,장안1동작은도서관,18,동대문구,서울특별시 동대문구 장한로26가길 113 장안1동자치회관 지층,"토,일요일",02-2249-2250
420,장안2동작은도서관,18,동대문구,서울특별시 동대문구 사가정로 230-1 장안2동주민센터 3층,"토,일,공휴일",02-2171-6345
2477,장안꿈마루어린이작은도서관,18,동대문구,서울특별시 동대문구 한천로28길 5,법정공휴일,070-8821-0266
2478,장안마루작은도서관,18,동대문구,서울특별시 동대문구 사가정로 64  성우스타팰리스 101동,법정공휴일,070-7733-0054
879,장안어린이도서관,18,동대문구,서울특별시 동대문구 장한로26다길 10 ,매주 금요일 및 법정 공휴일(일요일 제외),02-2249-1959
417,전농2동뜨락작은도서관,18,동대문구,서울특별시 동대문구 사가정로 137 전농2동주민센터 3층,"토,일,공휴일",02-2171-6156
1433,제기동미래뜰작은도서관,18,동대문구,서울특별시 동대문구 약령시로 71 제기동주민센터 2층,"토,일요일",02-2171-6072
2479,청솔우성아파트 작은도서관,18,동대문구,서울특별시 동대문구 전농로10길 20 ,"토, 일요일, 공휴일",02-2244-6285
2044,포도나무작은도서관,18,동대문구,"서울특별시 동대문구 장한로27가길 58, 영성감리교회 1층 ","월요일, 일요일, 공휴일",02-2213-8929
1722,한국과학기술원고등과학원도서실,18,동대문구,서울특별시 동대문구 회기로 85 한국과학기술원 부속 고등과학원 1호관 4층,"토요일, 일요일, 공휴일",02-958-3705
1718,한국국방연구원지식정보실,18,동대문구,서울특별시 동대문구 회기로 37 한국국방연구원 본관 1~2층,"토요일, 공휴일, 기타 연구원에서 정한 휴일",02-961-1355
422,회기동꿈자람작은도서관,18,동대문구,서울특별시 동대문구 회기로25길 12-1 회기동주민센터 2층,"토,일.공휴일",02-2171-6416
2158,회기마루작은도서관,18,동대문구,서울특별시 동대문구 경희대로3길 56 연화사 1층 ,"토, 일요일",02-960-6186
423,휘경1동새싹마루작은도서관,18,동대문구,서울특별시 동대문구 외대역동로6길 3 휘경1동주민센터 3층 주,"월요일, 공휴일",02-2171-6436
424,휘경2동꿈빛누리작은도서관,18,동대문구,서울특별시 동대문구 한천로 329 휘경2동주민센터 4층,"토,일,공휴일",02-2171-6456
1406,휘경어린이도서관,18,동대문구,서울특별시 동대문구 망우로18가길 38,"매주 월요일, 법정 공휴일",02-2248-1959
2762,휘경행복도서관,18,동대문구,서울특별시 동대문구 장안벚꽃로 323,매주 금요일 및 법정 공휴일(일요일 제외),02-2249-9701
571,곰세마리어린이도서관,19,성북구,서울특별시 성북구 삼선교로 54 본교회 3층,"월요일, 법정공휴일",02-742-3385
1647,글빛누리작은도서관,19,성북구,서울특별시 성북구 삼선교로16길 35 삼선SK뷰아파트 105동,"토요일,일요일, 법정공휴일",070-7760-2233
2704,글빛도서관,19,성북구,서울특별시 성북구 길음로7길 20,"매주 월요일 / 일요일을 제외한 법정공휴일, 도서관사정에 의한 임시휴관일",02-6906-0559
1326,기쁨이자라는작은도서관,19,성북구,서울특별시 성북구 종암로9길 25 극동아파트 상가 202호,일요일,02-6083-6747
581,길상도서관,19,성북구,서울특별시 선잠로5길 68 길상사 ,휴관중,02-3672-5945
600,길음1동새마을문고,19,성북구,서울특별시 길음로 92 길음1동주민센터 3층,휴관중,02-2241-5466
601,길음2동새마을문고,19,성북구,서울특별시 성북구 삼양로2길 70 길음2동주민센터,"토,일,법정공휴일",02-2241-5485
585,길음뉴타운푸르지오도서관,19,성북구,서울특별시 성북구 길음로 119 길음뉴타운 1280번지 대우아파트 211동 앞,일요일,02-6224-2589
2505,길음동 작은도서관,19,성북구,서울특별시 성북구 길음로15길 23 새생명교회 B1층,"월, 법정공휴일",02-941-0272
587,길음동부센트레빌어린이글마당,19,성북구,서울특별시 성북구 숭인로2길 61 길음동동부센트레빌아파트 관리동 1층,수요일만 운영,02-982-0193
1441,꿈의숲푸르지오키즈&맘북카페,19,성북구,서울특별시 성북구 오패산로 16가길 40 꿈의숲푸르지오아파트 ,휴관중,02-942-9980
567,꿈터작은도서관,19,성북구,서울특별시 성북구 정릉로 305 경남아파트 상가 204호 3층,"토, 일, 공휴일",02-942-5978
572,꿈틀도서관,19,성북구,서울특별시 성북구 종암로 214-6 나눔의집 1층 꿈,"토요일, 일요일.공휴일",02-941-5639
568,다슬도서관,19,성북구,서울특별시 성북구 장월로 89-10 1층,"매주 토,일",02-909-0739
1077,달빛마루도서관,19,성북구,서울특별시 성북구 종암로 167 104동 2층,"매주 월요일, 법정공휴일",02-911-0993
2060,대림아파트작은도서관,19,성북구,서울특별시 성북구 길음로 118 414동 지하1층,휴관중,02-912-5597
1755,대한불교진각종도서실,19,성북구,서울특별시 성북구 화랑로13길 17 대한불교진각종 장경각,"토요일, 일요일, 법정공휴일",02-913-0550
593,돈암2동새마을문고,19,성북구,서울특별시 성북구 흥천사길 7 돈암2동주민센터 2층,"토,일,법정공휴일",02-2241-5198
1648,돌리네책빵,19,성북구,서울특별시 성북구 한천로82길 11 2층,법정공휴일,02-957-9193
1649,뒤죽박죽도서관,19,성북구,서울특별시 성북구 서경로2길 21 1층,"토, 일요일",02-942-7766
586,래미안석관북카페,19,성북구,서울특별시 성북구 화랑로 214 관리동(2층),"토, 일요일",02-959-9906
595,보문동새마을문고,19,성북구,서울특별시 성북구 안암로3길 35 보문동주민센터 2층,"토,일,법정공휴일",02-2241-5251
2053,북악하늘작은도서관,19,성북구,"서울특별시 성북구 북악산로1다길 26, (정릉동) 현대빌리지 B01호",월요일,070-8806-8205
2506,북적book적,19,성북구,"서울특별시 성북구 아리랑로 68(돈암동, 돈암 힐스테이트 아파트)",휴관중,02-927-6237
576,삼선푸르지오작은도서관,19,성북구,서울특별시 성북구 보문로29다길 31 (삼선푸르지오아파트) ,휴관중,02-743-2545
582,생명의전화종합사회복지관가족도서관,19,성북구,서울특별시 성북구 오패산로 21 생명의전화(종합복지관) 3층,매주 일요일,02-916-9193(내선 323)
2077,서경로꿈마루도서관,19,성북구,서울특별시 성북구 서경로 94-1(정릉동) ,매주 월요일 / 일요일을 제외한 법정공휴일,02-6925-0300
1075,석관동미리내도서관,19,성북구,서울특별시 성북구 한천로66길 203,"매주 월요일, 법정공휴일",02-960-5067
608,석관동새마을문고,19,성북구,서울특별시 성북구 화랑로 296 석관동주민센터 3층,"토,일,법정공휴일",02-2241-5766
1752,성가소비녀회도서관,19,성북구,서울특별시 성북구 길음로9길 46 성가소비녀회 60주년기념성재덕관 2층,"일요일, 수도회에서 정한 휴일",02-940-5841
578,성광작은도서관,19,성북구,서울특별시 성북구 보국문로16길 87 예수교 대한성결교회 성광교회,매주 일요일,02-911-4206
2178,성북길빛도서관,19,성북구,서울특별시 성북구 숭인로8길 52,"매주 월요일 / 일요일을 제외한 법정공휴일, 도서관사정에 의한 임시휴관일",02-6949-0031
